GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "00000","United States", ,SAEXP1,11,"...","   Gasoline and other energy goods","Millions of current dollars",147661.2,132354.7,146544.9,184515.6,177985.9,167899.8,196411.7,232732.5,283769.9,319649.8,345546.6,391088.8,287027.5,336717.6,413800.9,421934.6,418248.3,403343.7,309433.8,275038.0,308992.7,349237.8,335441.7
 "00000","United States", ,SAEXP1,12,"...","   Other nondurable goods","Millions of current dollars",418343.1,448585.8,494898.1,531136.5,560462.9,587391.3,618058.8,652893.5,685877.0,734992.0,765337.7,778996.2,794904.7,820296.0,849095.3,871278.9,899881.0,951976.5,1008949.5,1049835.9,1095506.2,1137648.9,1201940.4
 "00000","United States", ,SAEXP1,13,"..."," Services","Millions of current dollars",3530284.6,3768808.8,3992016.6,4308972.0,4540041.2,4743881.5,5000511.6,5310641.1,5664195.1,6020689.4,6339400.1,6613109.3,6662186.3,6868010.9,7122988.3,7369075.0,7587237.6,7959796.7,8374488.0,8771610.0,9168099.1,9621427.3,10032393.0
 "00000","United States", ,SAEXP1,14,"...","  Household consumption expenditures (for services)","Millions of current dollars",3424696.6,3645002.1,3853787.6,4150931.4,4360958.6,4545538.9,4795000.1,5104269.4,5453927.6,5781505.0,6090620.0,6325817.0,6373005.8,6573572.6,6811132.4,7027528.7,7234647.7,7594200.2,8002903.8,8370847.1,8751396.6,9182662.4,9593236.6
 "00000","United States", ,SAEXP1,15,"...","   Housing and utilities","Millions of current dollars",1009822.3,1065472.1,1123133.2,1198555.7,1287493.2,1333583.1,1394119.2,1469081.8,1583620.5,1682373.9,1758182.3,1835359.2,1877656.3,1903886.0,1955928.9,1996329.9,2055263.3,2149905.8,2257891.2,2358451.8,2459513.5,2570215.3,2681180.4
 "00000","United States", ,SAEXP1,16,"...","   Health care","Millions of current dollars",790947.7,832045.1,863589.3,918424.6,996564.0,1082872.1,1154049.4,1238873.2,1320533.1,1391891.6,1478209.0,1555346.2,1632736.9,1699558.9,1757146.1,1821293.4,1858240.3,1940547.2,2057323.2,2165095.7,2248280.8,2345008.1,2450839.1
 "00000","United States", ,SAEXP1,17,"...","   Transportation services","Millions of current dollars",211803.2,225179.9,241343.8,261279.3,259800.4,251873.5,259618.3,271149.6,283884.3,297056.4,307553.5,312689.1,297361.9,305153.4,328362.2,341050.3,359937.0,383041.7,398671.3,419354.3,440328.2,466687.5,483421.3
 "00000","United States", ,SAEXP1,18,"...","   Recreation services","Millions of current dollars",208317.0,220204.3,238055.3,254390.0,262290.3,271403.1,288864.8,311478.7,328124.0,351278.2,375593.8,389069.5,388399.3,403742.9,409015.1,430769.4,447059.8,466594.5,491666.5,518259.0,538527.7,561805.2,580444.7
 "00000","United States", ,SAEXP1,19,"...","   Food services and accommodations","Millions of current dollars",343427.5,361836.3,380330.7,408781.2,419663.8,436310.5,462716.0,498229.4,533632.4,570600.0,601498.1,620152.1,612688.2,635670.7,669464.7,704927.9,732250.6,776933.8,832868.4,873236.0,913718.2,961222.1,999500.8
 "00000","United States", ,SAEXP1,20,"...","   Financial services and insurance","Millions of current dollars",408884.2,446059.4,486397.3,542972.5,525665.1,534730.0,560280.4,605533.1,659045.3,694972.0,737182.8,756643.2,711260.5,754426.5,797915.3,820136.5,858389.4,908093.6,957305.2,983969.3,1052396.5,1119528.6,1176055.2
 "00000","United States", ,SAEXP1,21,"...","   Other services","Millions of current dollars",451494.8,494205.0,520937.9,566528.2,609481.8,634766.6,675352.0,709923.6,745088.0,793333.0,832400.4,856557.7,852902.7,871134.2,893300.2,913021.4,923507.3,969083.7,1007178.0,1052481.0,1098631.6,1158195.7,1221795.0
 "00000","United States", ,SAEXP1,22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Millions of current dollars",105588.0,123806.7,138229.0,158040.6,179082.6,198342.5,205511.4,206371.6,210267.5,239184.3,248780.1,287292.3,289180.4,294438.3,311855.9,341546.3,352589.9,365596.4,371584.3,400762.9,416702.5,438764.9,439156.4
 "00000","United States", ,SAEXP1,23,"...","   Gross output of nonprofit institutions","Millions of current dollars",502624.5,542521.1,576318.9,621640.5,676441.5,737060.5,774642.9,818993.8,868455.5,932225.6,983141.2,1047352.7,1088289.3,1128597.6,1173519.1,1236512.8,1271725.4,1322387.0,1383261.4,1466311.0,1523363.5,1596937.2,1658090.8
 "00000","United States", ,SAEXP1,24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions","Millions of current dollars",397036.5,418714.3,438090.0,463600.0,497358.8,538717.9,569131.5,612622.1,658188.0,693041.3,734361.1,760060.4,799108.8,834159.3,861663.2,894966.6,919135.5,956790.6,1011677.1,1065548.1,1106661.0,1158172.4,1218934.4
 "01000","Alabama",5,SAEXP1,1,"...","Personal consumption expenditures","Millions of current dollars",74340.3,77946.9,82570.0,87080.2,90325.4,94859.3,99368.5,105420.7,113258.8,118931.8,124176.3,127649.7,126501.6,130833.8,135211.8,138773.3,141727.5,146511.7,150798.4,155347.6,161137.1,167799.1,174016.0
 "01000","Alabama",5,SAEXP1,2,"..."," Goods","Millions of current dollars",30295.9,31317.4,33614.3,35138.8,36208.9,37908.0,39810.3,42646.8,45713.1,47997.3,50167.5,50169.6,47924.8,49895.6,52313.0,53665.8,54457.4,55821.1,56416.5,56905.8,58854.1,61322.0,63334.5
 "01000","Alabama",5,SAEXP1,3,"...","  Durable goods","Millions of current dollars",10102.1,10809.0,11692.1,11985.9,12271.1,13122.5,13539.1,14390.0,15146.5,15615.9,16439.7,14953.6,13887.7,14402.9,14971.0,15582.3,16078.1,16609.6,17271.7,17924.2,18661.0,19541.7,20193.3
 "01000","Alabama",5,SAEXP1,4,"...","   Motor vehicles and parts","Millions of current dollars",4891.9,5286.7,5775.5,5816.9,6048.1,6431.5,6451.4,6590.0,6726.7,6670.1,6739.3,5679.5,5154.2,5681.6,6023.1,6451.6,6683.2,6906.4,7338.8,7481.8,7676.0,7998.6,8000.8
 "01000","Alabama",5,SAEXP1,5,"...","   Furnishings and durable household equipment","Millions of current dollars",2221.4,2335.7,2480.5,2589.9,2599.0,2777.3,2893.0,3139.1,3425.8,3624.7,3720.7,3442.9,3151.7,3141.5,3177.8,3252.4,3325.4,3449.3,3648.0,3889.4,4089.3,4313.8,4479.4
 "01000","Alabama",5,SAEXP1,6,"...","   Recreational goods and vehicles","Millions of current dollars",1907.8,2013.6,2144.5,2222.5,2274.7,2458.1,2707.9,3057.3,3296.3,3489.1,3969.7,3842.7,3603.5,3520.0,3590.7,3663.7,3791.3,3879.0,3854.0,4120.4,4460.6,4730.7,5158.1
 "01000","Alabama",5,SAEXP1,7,"...","   Other durable goods","Millions of current dollars",1081.0,1172.9,1291.6,1356.5,1349.3,1455.6,1486.9,1603.6,1697.8,1831.9,2010.0,1988.6,1978.3,2059.7,2179.4,2214.7,2278.2,2374.9,2430.9,2432.6,2435.1,2498.7,2555.0
 "01000","Alabama",5,SAEXP1,8,"...","  Nondurable goods","Millions of current dollars",20193.8,20508.5,21922.2,23152.9,23937.8,24785.5,26271.1,28256.8,30566.5,32381.4,33727.8,35216.0,34037.2,35492.7,37342.0,38083.5,38379.3,39211.4,39144.7,38981.6,40193.1,41780.3,43141.2
 "01000","Alabama",5,SAEXP1,9,"...","   Food and beverages purchased for off-premises consumption","Millions of current dollars",7742.9,7856.7,8270.0,8325.3,8784.9,9037.4,9328.3,9670.3,10251.9,10257.1,10564.0,11013.1,11154.0,11257.9,11638.3,11833.8,11867.1,12207.9,12482.4,12692.8,12943.0,13408.2,13804.8
 "01000","Alabama",5,SAEXP1,10,"...","   Clothing and footwear","Millions of current dollars",3549.5,3671.0,3773.6,3807.2,3792.0,3893.3,3819.4,3990.7,4200.9,4295.5,4328.9,4286.6,4172.5,4320.5,4452.7,4460.6,4507.0,4595.7,4692.3,4757.3,4755.7,4927.4,5041.9
 "01000","Alabama",5,SAEXP1,11,"...","   Gasoline and other energy goods","Millions of current dollars",2437.2,2121.2,2342.4,3052.0,2851.5,2666.5,3147.9,3726.4,4555.7,5281.9,5632.4,6373.6,4665.4,5571.2,6827.5,6936.7,6907.2,6508.2,4948.2,4355.0,4841.8,5370.2,5171.3
 "01000","Alabama",5,SAEXP1,12,"...","   Other nondurable goods","Millions of current dollars",6464.2,6859.6,7536.3,7968.4,8509.4,9188.4,9975.6,10869.3,11557.9,12546.9,13202.5,13542.7,14045.2,14343.1,14423.5,14852.4,15098.0,15899.6,17021.8,17176.5,17652.7,18074.4,19123.2
 "01000","Alabama",5,SAEXP1,13,"..."," Services","Millions of current dollars",44044.5,46629.5,48955.7,51941.4,54116.5,56951.4,59558.2,62774.0,67545.8,70934.5,74008.8,77480.0,78576.8,80938.2,82898.8,85107.4,87270.1,90690.7,94382.0,98441.8,102282.9,106477.1,110681.5
 "01000","Alabama",5,SAEXP1,14,"...","  Household consumption expenditures (for services)","Millions of current dollars",43244.5,45615.4,47710.7,50564.4,52695.5,55487.3,58217.3,61314.9,66080.7,69483.4,72296.8,75319.7,76445.5,78834.0,80688.4,82761.8,84849.6,88072.1,91924.9,95644.9,99332.4,103466.1,107845.4
 "01000","Alabama",5,SAEXP1,15,"...","   Housing and utilities","Millions of current dollars",10965.1,11676.3,12219.5,13023.2,13804.9,14328.1,14949.3,15679.8,16907.0,17990.2,18866.9,19745.8,20099.5,21032.5,21519.6,22037.5,22676.9,23755.0,24529.0,25749.1,26538.6,27639.1,28577.7
 "01000","Alabama",5,SAEXP1,16,"...","   Health care","Millions of current dollars",12476.8,12892.3,13144.1,13762.0,14679.1,15863.3,16640.0,17552.1,19375.5,20152.5,20622.9,21400.1,22331.8,22636.6,23001.8,24018.6,24524.1,25294.9,26468.7,27480.5,28402.0,29352.8,30871.8
 "01000","Alabama",5,SAEXP1,17,"...","   Transportation services","Millions of current dollars",2098.2,2210.4,2318.0,2410.7,2383.4,2347.3,2400.8,2500.0,2654.2,2749.6,2795.2,2799.9,2644.7,2744.1,2858.1,2896.7,2937.4,3081.8,3167.6,3336.8,3560.6,3699.4,3829.6
 "01000","Alabama",5,SAEXP1,18,"...","   Recreation services","Millions of current dollars",3274.5,3253.2,3280.0,3313.8,3372.3,3512.7,3655.6,3888.2,4072.7,4239.8,4361.9,4523.0,4523.8,4647.1,4642.3,4729.9,4899.7,5033.0,5307.2,5626.6,5792.9,6011.4,6199.4
 "01000","Alabama",5,SAEXP1,19,"...","   Food services and accommodations","Millions of current dollars",4194.7,4376.6,4645.4,4803.6,4908.8,5085.3,5456.5,5796.4,6259.3,6696.9,7035.3,7351.9,7433.3,7665.3,7939.2,8267.2,8725.4,9244.3,9955.7,10518.1,11037.8,11522.5,11970.0
 "01000","Alabama",5,SAEXP1,20,"...","   Financial services and insurance","Millions of current dollars",4754.1,5474.9,6253.6,7101.7,7030.3,7547.4,7991.2,8502.1,9155.0,9646.7,10463.6,11086.0,10908.0,11427.3,11793.9,11861.9,11904.1,12032.7,12509.1,12613.6,13228.3,13912.6,14524.6
 "01000","Alabama",5,SAEXP1,21,"...","   Other services","Millions of current dollars",5481.2,5731.9,5850.1,6149.4,6516.7,6803.4,7123.9,7396.4,7657.0,8007.8,8151.1,8413.0,8504.5,8681.1,8933.6,8950.0,9182.0,9630.3,9987.6,10320.2,10772.1,11328.4,11872.4
 "01000","Alabama",5,SAEXP1,22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Millions of current dollars",800.0,1014.0,1245.0,1377.0,1421.0,1464.0,1341.0,1459.0,1465.0,1451.1,1712.0,2160.3,2131.3,2104.1,2210.3,2345.6,2420.5,2618.6,2457.1,2796.8,2950.6,3011.1,2836.1
 "01000","Alabama",5,SAEXP1,23,"...","   Gross output of nonprofit institutions","Millions of current dollars",6320.0,6804.0,7353.0,7807.0,8183.0,8697.0,8861.0,9642.0,10347.0,10823.0,11839.0,12525.0,12934.9,13303.7,13675.8,14091.9,14535.9,14908.7,15384.5,16075.4,16795.3,17513.8,18287.2
 "01000","Alabama",5,SAEXP1,24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions","Millions of current dollars",5520.0,5790.0,6108.0,6430.0,6762.0,7233.0,7520.0,8183.0,8882.0,9372.0,10127.0,10364.7,10803.6,11199.5,11465.4,11746.3,12115.3,12290.1,12927.5,13278.6,13844.7,14502.7,15451.1
 "02000","Alaska",8,SAEXP1,1,"...","Personal consumption expenditures","Millions of current dollars",13799.3,14475.2,15414.0,16578.0,17624.6,18929.7,20110.1,21414.2,22812.7,24046.7,25208.1,26488.9,26806.2,27841.0,29373.8,30489.3,31087.7,32219.5,33012.4,33685.0,34856.6,36014.5,37090.0
 "02000","Alaska",8,SAEXP1,2,"..."," Goods","Millions of current dollars",5120.5,5274.2,5618.6,5828.6,6029.9,6453.7,6834.6,7348.9,7736.1,8060.5,8409.4,8690.0,8396.7,8702.9,9145.5,9383.5,9432.5,9585.8,9476.3,9381.8,9558.7,9814.3,10067.9
 "02000","Alaska",8,SAEXP1,3,"...","  Durable goods","Millions of current dollars",1685.2,1787.2,1905.9,1935.7,2042.1,2290.9,2409.6,2625.3,2726.3,2751.5,2822.0,2750.6,2655.3,2692.8,2751.0,2889.7,2944.1,3030.3,3114.9,3133.8,3212.0,3296.7,3416.3
 "02000","Alaska",8,SAEXP1,4,"...","   Motor vehicles and parts","Millions of current dollars",573.7,627.6,709.6,742.7,793.1,899.8,919.6,938.8,894.3,833.2,830.1,720.8,704.9,720.7,730.9,799.4,838.6,862.3,914.3,900.4,917.4,902.4,897.7
 "02000","Alaska",8,SAEXP1,5,"...","   Furnishings and durable household equipment","Millions of current dollars",361.5,376.4,390.9,399.9,428.5,493.6,520.8,561.1,617.7,635.2,643.4,665.3,645.4,653.8,668.3,690.7,704.7,744.4,766.5,770.0,784.2,821.2,867.4
 "02000","Alaska",8,SAEXP1,6,"...","   Recreational goods and vehicles","Millions of current dollars",524.0,548.2,549.6,533.7,565.5,631.3,684.8,814.8,884.7,929.2,975.1,990.6,950.6,956.8,970.9,1008.0,1007.1,1015.0,1007.5,1027.9,1060.9,1106.8,1173.6
 "02000","Alaska",8,SAEXP1,7,"...","   Other durable goods","Millions of current dollars",226.0,234.9,255.8,259.4,255.0,266.1,284.4,310.6,329.6,353.9,373.4,374.0,354.2,361.6,380.9,391.5,393.7,408.6,426.6,435.6,449.5,466.2,477.6
 "02000","Alaska",8,SAEXP1,8,"...","  Nondurable goods","Millions of current dollars",3435.3,3487.1,3712.7,3892.9,3987.8,4162.8,4425.0,4723.6,5009.8,5309.0,5587.4,5939.3,5741.4,6010.0,6394.5,6493.9,6488.4,6555.5,6361.5,6248.0,6346.7,6517.7,6651.6
 "02000","Alaska",8,SAEXP1,9,"...","   Food and beverages purchased for off-premises consumption","Millions of current dollars",1463.2,1525.7,1593.2,1625.9,1704.7,1794.0,1911.7,2026.4,2154.4,2276.3,2418.3,2576.8,2601.2,2674.4,2795.1,2846.6,2846.3,2839.3,2801.7,2739.2,2723.6,2766.5,2798.0
 "02000","Alaska",8,SAEXP1,10,"...","   Clothing and footwear","Millions of current dollars",513.5,517.2,527.9,537.2,540.3,549.0,567.9,590.8,604.9,621.5,623.5,631.2,607.8,626.4,655.7,669.6,670.1,686.7,692.5,695.4,688.4,698.8,715.7
 "02000","Alaska",8,SAEXP1,11,"...","   Gasoline and other energy goods","Millions of current dollars",466.5,403.7,446.8,565.1,512.4,487.4,532.5,625.4,699.2,750.6,809.9,942.7,716.1,848.7,1033.5,1065.6,1045.6,988.9,717.9,595.0,625.4,680.6,645.3
 "02000","Alaska",8,SAEXP1,12,"...","   Other nondurable goods","Millions of current dollars",992.1,1040.4,1144.8,1164.8,1230.4,1332.4,1412.8,1481.0,1551.3,1660.7,1735.8,1788.7,1816.2,1860.5,1910.2,1912.1,1926.5,2040.6,2149.4,2218.3,2309.4,2371.7,2492.6
 "02000","Alaska",8,SAEXP1,13,"..."," Services","Millions of current dollars",8678.8,9201.0,9795.4,10749.4,11594.7,12476.0,13275.6,14065.3,15076.5,15986.2,16798.7,17799.0,18409.5,19138.2,20228.3,21105.8,21655.2,22633.8,23536.1,24303.2,25297.9,26200.1,27022.2
 "02000","Alaska",8,SAEXP1,14,"...","  Household consumption expenditures (for services)","Millions of current dollars",8247.8,8683.0,9241.4,10098.4,10885.7,11665.0,12457.6,13278.3,14167.5,14970.2,15722.7,16587.7,17090.4,17734.1,18676.7,19430.9,19923.0,20904.3,21810.4,22488.9,23369.0,24185.2,24961.7
 "02000","Alaska",8,SAEXP1,15,"...","   Housing and utilities","Millions of current dollars",2348.8,2489.0,2641.9,2790.3,2994.8,3131.7,3269.6,3465.9,3733.8,4019.6,4251.0,4492.8,4652.3,4671.3,4876.6,5042.9,5154.2,5427.3,5808.8,6030.0,6342.3,6522.1,6655.3
 "02000","Alaska",8,SAEXP1,16,"...","   Health care","Millions of current dollars",1719.0,1821.4,1993.3,2335.9,2709.3,3079.1,3373.6,3666.4,3958.7,4194.7,4435.3,4761.8,5061.9,5351.5,5676.3,6018.6,6199.2,6586.6,6817.8,7136.2,7516.6,7878.1,8293.3
 "02000","Alaska",8,SAEXP1,17,"...","   Transportation services","Millions of current dollars",452.7,483.4,520.7,586.1,617.7,599.2,617.1,639.2,666.9,685.6,711.8,750.6,710.5,732.6,785.3,799.4,877.4,911.0,933.4,979.9,1004.7,1046.0,1086.9
 "02000","Alaska",8,SAEXP1,18,"...","   Recreation services","Millions of current dollars",390.0,395.4,426.5,468.1,482.4,503.2,562.7,644.6,713.8,773.3,864.0,915.5,931.9,975.3,996.5,1058.3,1125.1,1227.4,1271.2,1294.7,1311.9,1307.1,1304.4
 "02000","Alaska",8,SAEXP1,19,"...","   Food services and accommodations","Millions of current dollars",1089.1,1114.6,1175.2,1261.9,1296.7,1393.7,1515.9,1627.9,1715.3,1826.9,1911.0,1988.9,1965.0,2059.6,2201.3,2297.9,2330.3,2448.6,2547.6,2546.2,2536.1,2619.2,2694.3
 "02000","Alaska",8,SAEXP1,20,"...","   Financial services and insurance","Millions of current dollars",1022.8,1062.1,1120.3,1205.6,1188.3,1222.4,1263.7,1309.5,1381.1,1379.3,1409.0,1463.4,1459.4,1562.4,1661.9,1684.1,1690.3,1710.0,1774.0,1796.9,1927.7,2019.2,2075.8
 "02000","Alaska",8,SAEXP1,21,"...","   Other services","Millions of current dollars",1225.4,1317.0,1363.6,1450.5,1596.6,1735.6,1855.0,1924.9,1997.9,2090.9,2140.6,2214.8,2309.4,2381.3,2478.8,2529.8,2546.5,2593.3,2657.8,2705.1,2729.7,2793.6,2851.7
 "02000","Alaska",8,SAEXP1,22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Millions of current dollars",431.0,518.0,554.0,651.0,709.0,811.0,818.0,787.0,909.0,1016.0,1076.0,1211.3,1319.0,1404.1,1551.5,1674.9,1732.3,1729.5,1725.7,1814.2,1929.0,2014.9,2060.4
 "02000","Alaska",8,SAEXP1,23,"...","   Gross output of nonprofit institutions","Millions of current dollars",1396.0,1551.0,1616.0,1785.0,1890.0,2089.0,2113.0,2142.0,2423.0,2637.0,2794.0,2977.3,3185.0,3357.6,3583.7,3772.8,3896.9,3922.9,4024.5,4218.8,4517.5,4785.4,4983.3
 "02000","Alaska",8,SAEXP1,24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions","Millions of current dollars",965.0,1033.0,1062.0,1134.0,1181.0,1278.0,1295.0,1355.0,1514.0,1621.0,1718.0,1766.0,1866.0,1953.5,2032.2,2097.9,2164.7,2193.4,2298.8,2404.6,2588.6,2770.5,2922.8
 "04000","Arizona",6,SAEXP1,1,"...","Personal consumption expenditures","Millions of current dollars",91972.3,99006.9,107470.5,116521.5,121913.8,128044.8,135951.0,147499.2,161460.6,175151.3,185007.4,186485.1,181387.9,186603.4,193885.6,199385.3,205458.1,215648.3,225843.9,235897.2,250736.6,264430.8,276910.4
 "04000","Arizona",6,SAEXP1,2,"..."," Goods","Millions of current dollars",34461.2,36598.8,40160.0,43870.3,45355.9,46985.9,50239.1,55642.0,62184.3,68258.3,71217.2,69013.4,63025.3,65045.3,68900.3,70753.4,72599.2,76075.8,77726.7,79881.2,84642.1,89017.3,92761.4
 "04000","Arizona",6,SAEXP1,3,"...","  Durable goods","Millions of current dollars",12853.7,14247.4,15616.4,17321.6,17961.1,18970.0,19939.3,22074.1,24348.6,26329.9,26477.2,22915.5,19954.6,20486.7,21711.4,22647.2,23646.8,24995.2,26540.4,27619.4,29456.9,31192.5,32785.8
 "04000","Arizona",6,SAEXP1,4,"...","   Motor vehicles and parts","Millions of current dollars",5311.8,5866.3,6464.6,6891.5,7380.8,7653.3,7892.6,8437.4,9076.6,9289.2,9417.9,7242.9,6099.2,6541.3,7121.4,7941.8,8513.0,9026.0,9831.5,10094.8,10672.3,11461.4,11745.2
 "04000","Arizona",6,SAEXP1,5,"...","   Furnishings and durable household equipment","Millions of current dollars",3055.6,3390.1,3634.1,4077.3,4205.6,4467.3,4707.3,5379.5,6179.1,6736.9,6393.4,5560.1,4710.0,4696.4,5013.0,5039.3,5153.0,5566.2,5904.1,6391.3,6973.1,7318.7,7703.3
 "04000","Arizona",6,SAEXP1,6,"...","   Recreational goods and vehicles","Millions of current dollars",2926.6,3314.9,3689.2,4316.1,4312.8,4602.6,4874.2,5500.4,6042.6,6796.6,6825.7,6396.0,5529.8,5497.8,5634.8,5674.8,5868.3,6109.9,6219.9,6464.2,6963.5,7377.7,8116.5
 "04000","Arizona",6,SAEXP1,7,"...","   Other durable goods","Millions of current dollars",1559.6,1676.2,1828.5,2036.6,2061.9,2246.8,2465.1,2756.8,3050.3,3507.3,3840.2,3716.5,3615.7,3751.1,3942.2,3991.3,4112.5,4293.1,4584.9,4669.0,4848.1,5034.7,5220.7
 "04000","Arizona",6,SAEXP1,8,"...","  Nondurable goods","Millions of current dollars",21607.6,22351.4,24543.6,26548.8,27394.8,28015.9,30299.8,33567.9,37835.6,41928.3,44739.9,46097.9,43070.7,44558.6,47188.9,48106.2,48952.3,51080.6,51186.3,52261.8,55185.2,57824.8,59975.6
 "04000","Arizona",6,SAEXP1,9,"...","   Food and beverages purchased for off-premises consumption","Millions of current dollars",8129.8,8458.8,9157.9,9425.2,9936.8,10294.2,11028.1,12273.2,13583.5,14798.3,15801.1,16408.8,16110.4,16317.3,16577.9,16835.0,17019.5,18010.2,18547.9,19194.2,19918.8,20469.7,20715.7
 "04000","Arizona",6,SAEXP1,10,"...","   Clothing and footwear","Millions of current dollars",3623.1,3747.3,4010.3,4307.0,4405.9,4593.9,4853.0,5229.3,5724.7,6171.8,6386.0,6211.9,6019.6,6241.2,6460.0,6645.3,6828.4,7043.6,7245.1,7402.3,7499.3,7837.8,8033.3
 "04000","Arizona",6,SAEXP1,11,"...","   Gasoline and other energy goods","Millions of current dollars",2940.9,2647.4,2957.5,3712.8,3531.9,3211.1,3752.2,4387.5,5629.0,6483.7,7320.3,8055.2,5760.7,6479.2,7997.6,8369.8,8321.0,8008.9,6199.7,5477.9,6260.8,7091.8,7000.3
 "04000","Arizona",6,SAEXP1,12,"...","   Other nondurable goods","Millions of current dollars",6913.7,7497.8,8417.9,9103.8,9520.1,9916.6,10666.5,11678.0,12898.5,14474.5,15232.5,15422.1,15180.0,15521.0,16153.3,16256.0,16783.4,18017.9,19193.6,20187.4,21506.3,22425.5,24226.3
 "04000","Arizona",6,SAEXP1,13,"..."," Services","Millions of current dollars",57511.0,62408.1,67310.5,72651.1,76558.0,81058.9,85711.9,91857.1,99276.3,106893.0,113790.3,117471.7,118362.6,121558.1,124985.3,128631.9,132858.9,139572.5,148117.2,156016.0,166094.4,175413.5,184149.0
 "04000","Arizona",6,SAEXP1,14,"...","  Household consumption expenditures (for services)","Millions of current dollars",56580.0,61362.1,66045.5,71207.1,74967.0,79332.8,84091.9,89949.1,97747.3,104587.0,110839.3,114060.1,115171.1,118404.2,121640.3,125042.0,129069.0,135677.7,144318.5,151821.4,161743.9,170774.8,179613.0
